,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
1795,2013,1,3,553.0,600,-7.0,721.0,715,6.0,EV,5716,N828AS,JFK,IAD,57.0,228,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1796,2013,1,3,553.0,600,-7.0,858.0,901,-3.0,B6,125,N552JB,JFK,FLL,164.0,1069,6,0,2013-01-03 06:00:00,JetBlue Airways
1797,2013,1,3,555.0,600,-5.0,819.0,825,-6.0,MQ,4650,N504MQ,LGA,ATL,128.0,762,6,0,2013-01-03 06:00:00,Envoy Air
1798,2013,1,3,555.0,600,-5.0,727.0,735,-8.0,MQ,3768,N526MQ,EWR,ORD,128.0,719,6,0,2013-01-03 06:00:00,Envoy Air
1799,2013,1,3,556.0,600,-4.0,735.0,716,19.0,EV,4201,N13995,EWR,IAD,56.0,212,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1800,2013,1,3,556.0,600,-4.0,903.0,850,13.0,B6,343,N564JB,EWR,PBI,153.0,1023,6,0,2013-01-03 06:00:00,JetBlue Airways
1801,2013,1,3,556.0,600,-4.0,900.0,858,2.0,B6,371,N508JB,LGA,FLL,163.0,1076,6,0,2013-01-03 06:00:00,JetBlue Airways
1802,2013,1,3,556.0,600,-4.0,852.0,837,15.0,DL,461,N641DL,LGA,ATL,128.0,762,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
1803,2013,1,3,556.0,605,-9.0,756.0,805,-9.0,MQ,4401,N722MQ,LGA,DTW,100.0,502,6,5,2013-01-03 06:00:00,Envoy Air
1804,2013,1,3,556.0,600,-4.0,700.0,659,1.0,US,1833,N957UW,LGA,PHL,31.0,96,6,0,2013-01-03 06:00:00,US Airways Inc.
1805,2013,1,3,557.0,601,-4.0,724.0,725,-1.0,EV,4708,N11548,EWR,MKE,124.0,725,6,1,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1806,2013,1,3,557.0,600,-3.0,846.0,851,-5.0,B6,49,N595JB,JFK,PBI,149.0,1028,6,0,2013-01-03 06:00:00,JetBlue Airways
1807,2013,1,3,557.0,600,-3.0,909.0,856,13.0,B6,71,N807JB,JFK,TPA,172.0,1005,6,0,2013-01-03 06:00:00,JetBlue Airways
1808,2013,1,3,559.0,600,-1.0,802.0,802,0.0,DL,1318,N371NB,EWR,DTW,99.0,488,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
1809,2013,1,3,600.0,600,0.0,726.0,724,2.0,EV,5694,N836AS,LGA,IAD,52.0,229,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1810,2013,1,3,600.0,600,0.0,843.0,815,28.0,FL,345,N936AT,LGA,ATL,135.0,762,6,0,2013-01-03 06:00:00,AirTran Airways Corporation
1811,2013,1,3,600.0,600,0.0,736.0,745,-9.0,AA,301,N3ALAA,LGA,ORD,132.0,733,6,0,2013-01-03 06:00:00,American Airlines Inc.
1812,2013,1,3,600.0,600,0.0,753.0,747,6.0,UA,328,N487UA,EWR,CLE,64.0,404,6,0,2013-01-03 06:00:00,United Air Lines Inc.
1813,2013,1,3,601.0,600,1.0,730.0,730,0.0,WN,959,N8329B,LGA,MDW,129.0,725,6,0,2013-01-03 06:00:00,Southwest Airlines Co.
1814,2013,1,3,603.0,605,-2.0,709.0,705,4.0,WN,1036,N783SW,EWR,BWI,39.0,169,6,5,2013-01-03 06:00:00,Southwest Airlines Co.
1815,2013,1,3,604.0,600,4.0,852.0,925,-33.0,UA,303,N517UA,JFK,SFO,324.0,2586,6,0,2013-01-03 06:00:00,United Air Lines Inc.
1816,2013,1,3,606.0,610,-4.0,917.0,910,7.0,AA,1895,N638AA,EWR,MIA,159.0,1085,6,10,2013-01-03 06:00:00,American Airlines Inc.
1817,2013,1,3,606.0,610,-4.0,915.0,915,0.0,AA,1837,N3FYAA,LGA,MIA,167.0,1096,6,10,2013-01-03 06:00:00,American Airlines Inc.
1818,2013,1,3,606.0,610,-4.0,953.0,921,32.0,B6,135,N536JB,JFK,RSW,188.0,1074,6,10,2013-01-03 06:00:00,JetBlue Airways
1819,2013,1,3,607.0,610,-3.0,756.0,818,-22.0,EV,4941,N755EV,EWR,MSP,144.0,1008,6,10,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1820,2013,1,3,612.0,615,-3.0,853.0,842,11.0,DL,575,N365NB,EWR,ATL,135.0,746,6,15,2013-01-03 06:00:00,Delta Air Lines Inc.
1821,2013,1,3,612.0,615,-3.0,912.0,850,22.0,DL,2057,N707TW,JFK,ATL,135.0,760,6,15,2013-01-03 06:00:00,Delta Air Lines Inc.
1822,2013,1,3,614.0,615,-1.0,751.0,750,1.0,MQ,4518,N730MQ,LGA,RDU,83.0,431,6,15,2013-01-03 06:00:00,Envoy Air
1823,2013,1,3,614.0,615,-1.0,816.0,817,-1.0,US,1567,N767UW,JFK,CLT,98.0,541,6,15,2013-01-03 06:00:00,US Airways Inc.
1824,2013,1,3,615.0,610,5.0,829.0,817,12.0,DL,1919,N331NW,LGA,MSP,149.0,1020,6,10,2013-01-03 06:00:00,Delta Air Lines Inc.
1825,2013,1,3,616.0,559,17.0,913.0,916,-3.0,UA,1570,N18119,JFK,LAX,335.0,2475,5,59,2013-01-03 05:00:00,United Air Lines Inc.
1826,2013,1,3,618.0,615,3.0,1044.0,1100,-16.0,B6,709,N652JB,JFK,SJU,190.0,1598,6,15,2013-01-03 06:00:00,JetBlue Airways
1827,2013,1,3,622.0,630,-8.0,1128.0,1140,-12.0,AA,413,N3HLAA,JFK,SJU,202.0,1598,6,30,2013-01-03 06:00:00,American Airlines Inc.
1828,2013,1,3,623.0,622,1.0,928.0,925,3.0,UA,991,N843UA,EWR,PBI,162.0,1023,6,22,2013-01-03 06:00:00,United Air Lines Inc.
1829,2013,1,3,624.0,600,24.0,954.0,910,44.0,AA,707,N3ADAA,LGA,DFW,242.0,1389,6,0,2013-01-03 06:00:00,American Airlines Inc.
1830,2013,1,3,625.0,600,25.0,923.0,854,29.0,B6,507,N632JB,EWR,FLL,160.0,1065,6,0,2013-01-03 06:00:00,JetBlue Airways
1831,2013,1,3,625.0,630,-5.0,914.0,859,15.0,DL,2006,N339NB,LGA,MSY,206.0,1183,6,30,2013-01-03 06:00:00,Delta Air Lines Inc.
1832,2013,1,3,626.0,630,-4.0,835.0,833,2.0,US,1019,N438US,EWR,CLT,99.0,529,6,30,2013-01-03 06:00:00,US Airways Inc.
1833,2013,1,3,627.0,635,-8.0,945.0,1019,-34.0,UA,849,N451UA,EWR,PHX,292.0,2133,6,35,2013-01-03 06:00:00,United Air Lines Inc.
1834,2013,1,3,627.0,630,-3.0,947.0,1018,-31.0,US,27,N520UW,JFK,PHX,292.0,2153,6,30,2013-01-03 06:00:00,US Airways Inc.
1835,2013,1,3,628.0,630,-2.0,905.0,845,20.0,EV,3849,N14558,EWR,CLT,98.0,529,6,30,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1836,2013,1,3,628.0,634,-6.0,948.0,935,13.0,UA,772,N565UA,EWR,MIA,174.0,1085,6,34,2013-01-03 06:00:00,United Air Lines Inc.
1837,2013,1,3,628.0,630,-2.0,853.0,841,12.0,US,1433,N171US,LGA,CLT,103.0,544,6,30,2013-01-03 06:00:00,US Airways Inc.
1838,2013,1,3,629.0,633,-4.0,826.0,813,13.0,EV,4424,N22971,EWR,RDU,85.0,416,6,33,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1839,2013,1,3,629.0,630,-1.0,724.0,748,-24.0,UA,1483,N25705,EWR,BOS,35.0,200,6,30,2013-01-03 06:00:00,United Air Lines Inc.
1840,2013,1,3,629.0,630,-1.0,843.0,830,13.0,MQ,4576,N535MQ,LGA,CLT,98.0,544,6,30,2013-01-03 06:00:00,Envoy Air
1841,2013,1,3,630.0,633,-3.0,801.0,803,-2.0,EV,4560,N33182,EWR,PIT,68.0,319,6,33,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1842,2013,1,3,631.0,630,1.0,1024.0,1014,10.0,US,245,N801AW,EWR,PHX,333.0,2133,6,30,2013-01-03 06:00:00,US Airways Inc.
1843,2013,1,3,633.0,630,3.0,752.0,740,12.0,WN,4646,N447WN,LGA,BWI,43.0,185,6,30,2013-01-03 06:00:00,Southwest Airlines Co.
1844,2013,1,3,633.0,634,-1.0,1032.0,952,40.0,UA,910,N403UA,EWR,AUS,264.0,1504,6,34,2013-01-03 06:00:00,United Air Lines Inc.
1845,2013,1,3,634.0,635,-1.0,1000.0,940,20.0,AA,711,N3ERAA,LGA,DFW,248.0,1389,6,35,2013-01-03 06:00:00,American Airlines Inc.
1846,2013,1,3,634.0,625,9.0,950.0,954,-4.0,UA,1528,N37408,EWR,SFO,331.0,2565,6,25,2013-01-03 06:00:00,United Air Lines Inc.
1847,2013,1,3,635.0,630,5.0,920.0,847,33.0,EV,4419,N14960,EWR,IND,129.0,645,6,30,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1848,2013,1,3,636.0,625,11.0,945.0,932,13.0,UA,468,N412UA,LGA,IAH,229.0,1416,6,25,2013-01-03 06:00:00,United Air Lines Inc.
1849,2013,1,3,637.0,636,1.0,827.0,808,19.0,EV,3839,N14916,EWR,BNA,154.0,748,6,36,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1850,2013,1,3,637.0,640,-3.0,733.0,749,-16.0,B6,1002,N809JB,JFK,BOS,37.0,187,6,40,2013-01-03 06:00:00,JetBlue Airways
1851,2013,1,3,638.0,650,-12.0,802.0,825,-23.0,EV,5259,N612QX,LGA,BUF,56.0,292,6,50,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1852,2013,1,3,639.0,640,-1.0,917.0,900,17.0,EV,4122,N18556,EWR,SDF,138.0,642,6,40,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1853,2013,1,3,642.0,647,-5.0,800.0,810,-10.0,B6,102,N526JB,JFK,BUF,60.0,301,6,47,2013-01-03 06:00:00,JetBlue Airways
1854,2013,1,3,643.0,645,-2.0,911.0,848,23.0,US,926,N560UW,EWR,CLT,97.0,529,6,45,2013-01-03 06:00:00,US Airways Inc.
1855,2013,1,3,644.0,645,-1.0,948.0,935,13.0,B6,389,N760JB,LGA,MCO,154.0,950,6,45,2013-01-03 06:00:00,JetBlue Airways
1856,2013,1,3,644.0,645,-1.0,847.0,918,-31.0,UA,338,N533UA,LGA,DEN,217.0,1620,6,45,2013-01-03 06:00:00,United Air Lines Inc.
1857,2013,1,3,653.0,655,-2.0,952.0,1030,-38.0,DL,1415,N3764D,JFK,SLC,272.0,1990,6,55,2013-01-03 06:00:00,Delta Air Lines Inc.
1858,2013,1,3,653.0,700,-7.0,1018.0,1045,-27.0,DL,1865,N718TW,JFK,SFO,339.0,2586,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1859,2013,1,3,654.0,700,-6.0,1005.0,952,13.0,DL,2285,N324NB,LGA,MCO,158.0,950,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1860,2013,1,3,654.0,659,-5.0,859.0,942,-43.0,UA,1555,N34455,EWR,LAS,284.0,2227,6,59,2013-01-03 06:00:00,United Air Lines Inc.
1861,2013,1,3,655.0,659,-4.0,941.0,938,3.0,DL,1547,N604DL,LGA,ATL,129.0,762,6,59,2013-01-03 06:00:00,Delta Air Lines Inc.
1862,2013,1,3,655.0,700,-5.0,1023.0,1019,4.0,DL,2003,N926DL,LGA,MIA,168.0,1096,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1863,2013,1,3,655.0,700,-5.0,815.0,809,6.0,US,2163,N952UW,LGA,DCA,46.0,214,7,0,2013-01-03 07:00:00,US Airways Inc.
1864,2013,1,3,656.0,700,-4.0,959.0,1034,-35.0,DL,763,N624AG,JFK,LAX,319.0,2475,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1865,2013,1,3,657.0,659,-2.0,949.0,927,22.0,EV,4583,N13123,EWR,MSY,212.0,1167,6,59,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1866,2013,1,3,657.0,659,-2.0,1011.0,959,12.0,AA,1815,N5ETAA,JFK,MCO,158.0,944,6,59,2013-01-03 06:00:00,American Airlines Inc.
1867,2013,1,3,658.0,700,-2.0,1005.0,1007,-2.0,B6,981,N663JB,JFK,FLL,165.0,1069,7,0,2013-01-03 07:00:00,JetBlue Airways
1868,2013,1,3,658.0,655,3.0,932.0,942,-10.0,B6,203,N523JB,JFK,LAS,294.0,2248,6,55,2013-01-03 06:00:00,JetBlue Airways
1869,2013,1,3,658.0,700,-2.0,1004.0,1014,-10.0,DL,1879,N348NW,LGA,FLL,164.0,1076,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1870,2013,1,3,658.0,700,-2.0,938.0,1025,-47.0,VX,399,N638VA,JFK,LAX,316.0,2475,7,0,2013-01-03 07:00:00,Virgin America
1871,2013,1,3,700.0,700,0.0,851.0,836,15.0,UA,1162,N76269,EWR,ORD,126.0,719,7,0,2013-01-03 07:00:00,United Air Lines Inc.
1872,2013,1,3,701.0,659,2.0,903.0,859,4.0,EV,4246,N13550,EWR,DTW,95.0,488,6,59,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1873,2013,1,3,701.0,700,1.0,937.0,1014,-37.0,B6,671,N624JB,JFK,LAX,313.0,2475,7,0,2013-01-03 07:00:00,JetBlue Airways
1874,2013,1,3,701.0,705,-4.0,946.0,1034,-48.0,UA,1455,N13750,EWR,SNA,326.0,2434,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1875,2013,1,3,702.0,658,4.0,906.0,915,-9.0,UA,510,N497UA,EWR,DEN,219.0,1605,6,58,2013-01-03 06:00:00,United Air Lines Inc.
1876,2013,1,3,703.0,705,-2.0,1014.0,940,34.0,MQ,4534,N711MQ,LGA,XNA,213.0,1147,7,5,2013-01-03 07:00:00,Envoy Air
1877,2013,1,3,704.0,655,9.0,954.0,921,33.0,B6,117,N296JB,JFK,MSY,204.0,1182,6,55,2013-01-03 06:00:00,JetBlue Airways
1878,2013,1,3,704.0,636,28.0,959.0,945,14.0,UA,1701,N77510,EWR,FLL,167.0,1065,6,36,2013-01-03 06:00:00,United Air Lines Inc.
1879,2013,1,3,704.0,700,4.0,1036.0,1025,11.0,WN,20,N7740A,EWR,HOU,246.0,1411,7,0,2013-01-03 07:00:00,Southwest Airlines Co.
1880,2013,1,3,704.0,705,-1.0,946.0,1018,-32.0,UA,604,N573UA,EWR,LAX,307.0,2454,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1881,2013,1,3,706.0,705,1.0,1013.0,1001,12.0,UA,1524,N38727,EWR,MCO,158.0,937,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1882,2013,1,3,707.0,715,-8.0,1204.0,1206,-2.0,B6,715,N588JB,JFK,SJU,190.0,1598,7,15,2013-01-03 07:00:00,JetBlue Airways
1883,2013,1,3,707.0,700,7.0,901.0,838,23.0,UA,550,N514UA,LGA,ORD,134.0,733,7,0,2013-01-03 07:00:00,United Air Lines Inc.
1884,2013,1,3,710.0,715,-5.0,1042.0,1045,-3.0,AA,443,N3BYAA,JFK,MIA,169.0,1089,7,15,2013-01-03 07:00:00,American Airlines Inc.
1885,2013,1,3,712.0,715,-3.0,1043.0,1035,8.0,AA,825,N3HPAA,JFK,FLL,171.0,1069,7,15,2013-01-03 07:00:00,American Airlines Inc.
1886,2013,1,3,714.0,720,-6.0,848.0,840,8.0,FL,850,N938AT,LGA,MKE,123.0,738,7,20,2013-01-03 07:00:00,AirTran Airways Corporation
1887,2013,1,3,715.0,607,68.0,951.0,819,92.0,EV,4559,N18557,EWR,CVG,122.0,569,6,7,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1888,2013,1,3,715.0,715,0.0,1016.0,1027,-11.0,UA,1526,N77258,EWR,RSW,166.0,1068,7,15,2013-01-03 07:00:00,United Air Lines Inc.
1889,2013,1,3,716.0,720,-4.0,917.0,928,-11.0,DL,831,N912DE,LGA,DTW,92.0,502,7,20,2013-01-03 07:00:00,Delta Air Lines Inc.
1890,2013,1,3,716.0,715,1.0,1050.0,1040,10.0,UA,799,N525UA,JFK,SFO,336.0,2586,7,15,2013-01-03 07:00:00,United Air Lines Inc.
1891,2013,1,3,720.0,721,-1.0,1036.0,1012,24.0,B6,987,N775JB,JFK,MCO,156.0,944,7,21,2013-01-03 07:00:00,JetBlue Airways
1892,2013,1,3,720.0,710,10.0,910.0,850,20.0,MQ,3737,N534MQ,EWR,ORD,134.0,719,7,10,2013-01-03 07:00:00,Envoy Air
1893,2013,1,3,722.0,720,2.0,1004.0,1023,-19.0,UA,1724,N37255,EWR,PBI,147.0,1023,7,20,2013-01-03 07:00:00,United Air Lines Inc.
1894,2013,1,3,724.0,725,-1.0,1012.0,1030,-18.0,AS,11,N533AS,EWR,SEA,325.0,2402,7,25,2013-01-03 07:00:00,Alaska Airlines Inc.
1895,2013,1,3,724.0,729,-5.0,1059.0,1039,20.0,B6,1601,N593JB,LGA,RSW,184.0,1080,7,29,2013-01-03 07:00:00,JetBlue Airways
1896,2013,1,3,727.0,730,-3.0,1035.0,1040,-5.0,AA,2083,N556AA,EWR,DFW,226.0,1372,7,30,2013-01-03 07:00:00,American Airlines Inc.
1897,2013,1,3,728.0,730,-2.0,1038.0,1115,-37.0,VX,11,N836VA,JFK,SFO,333.0,2586,7,30,2013-01-03 07:00:00,Virgin America
1898,2013,1,3,729.0,735,-6.0,905.0,858,7.0,B6,20,N281JB,JFK,ROC,59.0,264,7,35,2013-01-03 07:00:00,JetBlue Airways
1899,2013,1,3,729.0,730,-1.0,1000.0,1004,-4.0,DL,807,N316NB,EWR,ATL,132.0,746,7,30,2013-01-03 07:00:00,Delta Air Lines Inc.
1900,2013,1,3,730.0,730,0.0,1014.0,1100,-46.0,AA,33,N336AA,JFK,LAX,313.0,2475,7,30,2013-01-03 07:00:00,American Airlines Inc.
1901,2013,1,3,731.0,729,2.0,1046.0,1039,7.0,UA,1091,N15712,EWR,IAH,230.0,1400,7,29,2013-01-03 07:00:00,United Air Lines Inc.
1902,2013,1,3,733.0,736,-3.0,853.0,850,3.0,B6,44,N531JB,JFK,SYR,49.0,209,7,36,2013-01-03 07:00:00,JetBlue Airways
1903,2013,1,3,736.0,740,-4.0,1042.0,1105,-23.0,DL,1889,N679DA,JFK,SEA,332.0,2422,7,40,2013-01-03 07:00:00,Delta Air Lines Inc.
1904,2013,1,3,737.0,730,7.0,1106.0,1041,25.0,UA,482,N563UA,LGA,IAH,246.0,1416,7,30,2013-01-03 07:00:00,United Air Lines Inc.
1905,2013,1,3,740.0,745,-5.0,1024.0,1021,3.0,EV,4106,N17108,EWR,ATL,133.0,746,7,45,2013-01-03 07:00:00,ExpressJet Airlines Inc.
1906,2013,1,3,740.0,740,0.0,1034.0,1044,-10.0,UA,759,N470UA,EWR,TPA,158.0,997,7,40,2013-01-03 07:00:00,United Air Lines Inc.
1907,2013,1,3,742.0,745,-3.0,1049.0,1125,-36.0,AA,59,N324AA,JFK,SFO,336.0,2586,7,45,2013-01-03 07:00:00,American Airlines Inc.
1908,2013,1,3,742.0,737,5.0,1038.0,1113,-35.0,B6,643,N524JB,JFK,SFO,327.0,2586,7,37,2013-01-03 07:00:00,JetBlue Airways
1909,2013,1,3,742.0,745,-3.0,1056.0,1036,20.0,B6,983,N645JB,LGA,TPA,173.0,1010,7,45,2013-01-03 07:00:00,JetBlue Airways
1910,2013,1,3,742.0,745,-3.0,905.0,922,-17.0,UA,549,N446UA,EWR,ORD,129.0,719,7,45,2013-01-03 07:00:00,United Air Lines Inc.
1911,2013,1,3,745.0,750,-5.0,946.0,940,6.0,9E,3611,N8794B,JFK,PIT,95.0,340,7,50,2013-01-03 07:00:00,Endeavor Air Inc.
1912,2013,1,3,749.0,755,-6.0,959.0,1012,-13.0,9E,4023,N8416B,EWR,CVG,113.0,569,7,55,2013-01-03 07:00:00,Endeavor Air Inc.
1913,2013,1,3,751.0,753,-2.0,941.0,1006,-25.0,DL,2119,N344NB,LGA,MSP,149.0,1020,7,53,2013-01-03 07:00:00,Delta Air Lines Inc.
1914,2013,1,3,752.0,759,-7.0,1031.0,1039,-8.0,DL,2047,N699DL,LGA,ATL,127.0,762,7,59,2013-01-03 07:00:00,Delta Air Lines Inc.
1915,2013,1,3,755.0,800,-5.0,958.0,1011,-13.0,EV,4214,N14977,EWR,MSP,159.0,1008,8,0,2013-01-03 08:00:00,ExpressJet Airlines Inc.
1916,2013,1,3,756.0,800,-4.0,1057.0,1054,3.0,B6,517,N703JB,EWR,MCO,158.0,937,8,0,2013-01-03 08:00:00,JetBlue Airways
1917,2013,1,3,756.0,745,11.0,1236.0,1234,2.0,UA,1481,N77871,EWR,SJU,194.0,1608,7,45,2013-01-03 07:00:00,United Air Lines Inc.
1918,2013,1,3,757.0,800,-3.0,1109.0,1124,-15.0,DL,2143,N326US,JFK,MIA,163.0,1089,8,0,2013-01-03 08:00:00,Delta Air Lines Inc.
1919,2013,1,3,757.0,755,2.0,1008.0,1030,-22.0,WN,733,N723SW,LGA,DEN,233.0,1620,7,55,2013-01-03 07:00:00,Southwest Airlines Co.
1920,2013,1,3,758.0,759,-1.0,1114.0,1124,-10.0,UA,397,N554UA,JFK,SFO,337.0,2586,7,59,2013-01-03 07:00:00,United Air Lines Inc.
1921,2013,1,3,758.0,759,-1.0,1107.0,1113,-6.0,UA,505,N480UA,EWR,DFW,223.0,1372,7,59,2013-01-03 07:00:00,United Air Lines Inc.
1922,2013,1,3,759.0,805,-6.0,1019.0,1029,-10.0,9E,3538,N933XJ,JFK,MSP,164.0,1029,8,5,2013-01-03 08:00:00,Endeavor Air Inc.
1923,2013,1,3,759.0,800,-1.0,1102.0,1106,-4.0,B6,3,N558JB,JFK,FLL,165.0,1069,8,0,2013-01-03 08:00:00,JetBlue Airways
1924,2013,1,3,759.0,800,-1.0,1137.0,1122,15.0,DL,1271,N925DL,JFK,FLL,172.0,1069,8,0,2013-01-03 08:00:00,Delta Air Lines Inc.
1925,2013,1,3,800.0,800,0.0,1146.0,1145,1.0,WN,900,N476WN,EWR,PHX,326.0,2133,8,0,2013-01-03 08:00:00,Southwest Airlines Co.
1926,2013,1,3,800.0,759,1.0,1024.0,959,25.0,US,1733,N196UW,LGA,CLT,103.0,544,7,59,2013-01-03 07:00:00,US Airways Inc.
1927,2013,1,3,801.0,803,-2.0,1038.0,1025,13.0,EV,4294,N14168,EWR,OMA,192.0,1134,8,3,2013-01-03 08:00:00,ExpressJet Airlines Inc.
1928,2013,1,3,801.0,810,-9.0,940.0,955,-15.0,MQ,4406,N810MQ,JFK,RDU,79.0,427,8,10,2013-01-03 08:00:00,Envoy Air
1929,2013,1,3,801.0,759,2.0,1025.0,1025,0.0,UA,429,N552UA,LGA,DEN,219.0,1620,7,59,2013-01-03 07:00:00,United Air Lines Inc.
1930,2013,1,3,804.0,749,15.0,1127.0,1054,33.0,B6,341,N729JB,JFK,SRQ,179.0,1041,7,49,2013-01-03 07:00:00,JetBlue Airways
1931,2013,1,3,805.0,810,-5.0,1043.0,1030,13.0,FL,346,N954AT,LGA,ATL,134.0,762,8,10,2013-01-03 08:00:00,AirTran Airways Corporation
1932,2013,1,3,805.0,805,0.0,904.0,919,-15.0,B6,1172,N351JB,EWR,BOS,36.0,200,8,5,2013-01-03 08:00:00,JetBlue Airways
1933,2013,1,3,806.0,810,-4.0,907.0,925,-18.0,AA,1838,N3GEAA,JFK,BOS,34.0,187,8,10,2013-01-03 08:00:00,American Airlines Inc.
1934,2013,1,3,807.0,810,-3.0,1301.0,1315,-14.0,AA,655,N5FJAA,JFK,STT,211.0,1623,8,10,2013-01-03 08:00:00,American Airlines Inc.
1935,2013,1,3,808.0,810,-2.0,1126.0,1116,10.0,DL,1959,N915DE,JFK,MCO,157.0,944,8,10,2013-01-03 08:00:00,Delta Air Lines Inc.
1936,2013,1,3,809.0,815,-6.0,1128.0,1131,-3.0,DL,1167,N307DQ,JFK,TPA,175.0,1005,8,15,2013-01-03 08:00:00,Delta Air Lines Inc.
1937,2013,1,3,810.0,810,0.0,953.0,948,5.0,B6,1051,N206JB,JFK,PIT,77.0,340,8,10,2013-01-03 08:00:00,JetBlue Airways
1938,2013,1,3,810.0,817,-7.0,1137.0,1127,10.0,DL,1109,N349NW,LGA,TPA,183.0,1010,8,17,2013-01-03 08:00:00,Delta Air Lines Inc.
1939,2013,1,3,811.0,810,1.0,1053.0,1042,11.0,DL,269,N319NB,JFK,ATL,134.0,760,8,10,2013-01-03 08:00:00,Delta Air Lines Inc.
1940,2013,1,3,811.0,815,-4.0,1110.0,1118,-8.0,DL,1429,N396DA,JFK,LAS,293.0,2248,8,15,2013-01-03 08:00:00,Delta Air Lines Inc.
1941,2013,1,3,812.0,815,-3.0,1011.0,1010,1.0,MQ,4490,N719MQ,LGA,CMH,96.0,479,8,15,2013-01-03 08:00:00,Envoy Air
1942,2013,1,3,814.0,815,-1.0,1022.0,1016,6.0,US,675,N680AW,EWR,CLT,99.0,529,8,15,2013-01-03 08:00:00,US Airways Inc.
1943,2013,1,3,815.0,815,0.0,949.0,958,-9.0,9E,3521,N914XJ,JFK,ORD,123.0,740,8,15,2013-01-03 08:00:00,Endeavor Air Inc.
1944,2013,1,3,815.0,817,-2.0,1048.0,1058,-10.0,DL,914,N356NW,LGA,DEN,222.0,1620,8,17,2013-01-03 08:00:00,Delta Air Lines Inc.
1945,2013,1,3,817.0,759,18.0,912.0,909,3.0,EV,4457,N16976,EWR,MHT,37.0,209,7,59,2013-01-03 07:00:00,ExpressJet Airlines Inc.
1946,2013,1,3,817.0,820,-3.0,1010.0,955,15.0,MQ,4655,N516MQ,LGA,BNA,149.0,764,8,20,2013-01-03 08:00:00,Envoy Air
1947,2013,1,3,819.0,825,-6.0,934.0,945,-11.0,MQ,4418,N818MQ,JFK,DCA,57.0,213,8,25,2013-01-03 08:00:00,Envoy Air
1948,2013,1,3,821.0,825,-4.0,1035.0,1024,11.0,US,487,N601AW,JFK,CLT,102.0,541,8,25,2013-01-03 08:00:00,US Airways Inc.
1949,2013,1,3,822.0,810,12.0,1050.0,1007,43.0,EV,4537,N13553,EWR,MEM,187.0,946,8,10,2013-01-03 08:00:00,ExpressJet Airlines Inc.
1950,2013,1,3,822.0,830,-8.0,1040.0,1023,17.0,9E,4220,N8976E,JFK,RDU,91.0,427,8,30,2013-01-03 08:00:00,Endeavor Air Inc.
1951,2013,1,3,825.0,829,-4.0,1020.0,1012,8.0,EV,3815,N14543,EWR,GSO,91.0,445,8,29,2013-01-03 08:00:00,ExpressJet Airlines Inc.
1952,2013,1,3,825.0,829,-4.0,1120.0,1145,-25.0,UA,871,N512UA,JFK,LAX,321.0,2475,8,29,2013-01-03 08:00:00,United Air Lines Inc.
1953,2013,1,3,826.0,830,-4.0,1007.0,1012,-5.0,B6,905,N279JB,JFK,ORD,133.0,740,8,30,2013-01-03 08:00:00,JetBlue Airways
1954,2013,1,3,827.0,827,0.0,1155.0,1140,15.0,DL,2395,N378NW,LGA,PBI,168.0,1035,8,27,2013-01-03 08:00:00,Delta Air Lines Inc.
1955,2013,1,3,827.0,830,-3.0,1153.0,1145,8.0,UA,341,N845UA,EWR,FLL,189.0,1065,8,30,2013-01-03 08:00:00,United Air Lines Inc.
1956,2013,1,3,828.0,830,-2.0,1311.0,1335,-24.0,DL,301,N637DL,JFK,SJU,196.0,1598,8,30,2013-01-03 08:00:00,Delta Air Lines Inc.
1957,2013,1,3,828.0,834,-6.0,1138.0,1136,2.0,UA,457,N842UA,EWR,MCO,158.0,937,8,34,2013-01-03 08:00:00,United Air Lines Inc.
